gene,rho,pval
ENSG00000116198.11,0.3975695272577859,8.983997598729823e-18
ENSG00000118162.12,0.39753220142312584,9.05300823478571e-18
ENSG00000006625.16,0.3975023214987454,9.108627827822587e-18
ENSG00000100811.9,0.3974847112012718,9.141565540123598e-18
ENSG00000105552.13,0.39747051606459205,9.16820088980215e-18
ENSG00000059573.7,0.397393807260882,9.313461108660691e-18
ENSG00000079805.15,0.3973710250697209,9.357037048648718e-18
ENSG00000105355.7,0.39728845451344647,9.51665817958699e-18
ENSG00000100605.15,0.39721238844879175,9.666073248379298e-18
ENSG00000100335.11,0.3971030472668358,9.884899420124048e-18
ENSG00000106554.10,0.3970325587586574,1.0028544249152644e-17
ENSG00000082014.15,0.39701772330541535,1.0059037107705514e-17
ENSG00000105655.17,0.39687605504205814,1.0354853821409014e-17
ENSG00000002586.16,0.3967288074592253,1.0671386789486525e-17
ENSG00000103064.12,0.39669786471719376,1.0739103313676075e-17
ENSG00000112983.16,0.3966724651358142,1.0795004582577246e-17
ENSG00000115946.6,0.39662724319587805,1.0895241511524202e-17
ENSG00000066322.11,0.39662038146763334,1.0910530674886186e-17
ENSG00000070610.13,0.39649266510549774,1.1198987516500454e-17
ENSG00000100139.12,0.39624138500873185,1.1788586073657964e-17
ENSG00000114648.10,0.39622291051378633,1.1833119384272643e-17
ENSG00000115561.13,0.39621833485141505,1.1844174688400685e-17
ENSG00000100599.14,0.3962060578793174,1.1873887415318902e-17
ENSG00000100603.12,0.3961290944353804,1.2061831451715147e-17
ENSG00000108179.12,0.3960459858528766,1.226806737681659e-17
ENSG00000111786.7,0.39592393442634066,1.2577240812612971e-17
ENSG00000060971.16,0.39587649648723056,1.2699464480441131e-17
ENSG00000088986.9,0.3956772444222518,1.3225718701318193e-17
ENSG00000119335.15,0.3956276488506736,1.3360005971788873e-17
ENSG00000118096.6,0.39555024235543595,1.357227915010549e-17
ENSG00000046647.12,0.3954987962707331,1.371519162823428e-17
ENSG00000108622.9,0.39529836554599973,1.4286218822619164e-17
ENSG00000006534.14,0.39521632153141173,1.4526648347832395e-17
ENSG00000106245.8,0.3950266280226407,1.5097882574729413e-17
ENSG00000109881.15,0.39496679228673565,1.528260947604962e-17
ENSG00000065970.7,0.39495986712333164,1.530413203870042e-17
ENSG00000076555.14,0.39491506021666967,1.5444108460594557e-17
ENSG00000083896.11,0.3946220810959341,1.639090600325878e-17
ENSG00000024422.10,0.39447928702205354,1.6872823522891238e-17
ENSG00000079974.16,0.3943766309680792,1.7227859872735217e-17
ENSG00000112667.11,0.3941318140802699,1.810447512939973e-17
ENSG00000100612.12,0.39404464239992126,1.842708058381703e-17
ENSG00000092098.15,0.3939914670006422,1.8626640911542724e-17
ENSG00000117597.16,0.39384530942877233,1.9186162920963525e-17
ENSG00000113552.14,0.39384227095682967,1.9197968450235175e-17
ENSG00000011454.15,0.39370865035293723,1.972425496392691e-17
ENSG00000006756.14,0.3936533606919768,1.9946148255445293e-17
ENSG00000015133.17,0.3935596938328325,2.0327674125407973e-17
ENSG00000079246.14,0.39350487345825635,2.055428868990604e-17
ENSG00000100564.7,0.3932962653983792,2.143956005425522e-17
ENSG00000110076.17,0.3931850490720848,2.1926741164448538e-17
ENSG00000116120.9,0.393117932389633,2.2225993465293847e-17
ENSG00000085733.14,0.39310249832899524,2.2295374925520275e-17
ENSG00000100379.16,0.39304419040304767,2.2559416324772064e-17
ENSG00000114316.11,0.392936976927481,2.3052969037064932e-17
ENSG00000103429.9,0.39291043292684563,2.3176793518673596e-17
ENSG00000095370.18,0.3927768894546243,2.380974598287396e-17
ENSG00000111261.12,0.3927037163161412,2.416373807704052e-17
ENSG00000094841.12,0.3926513221826418,2.442038063144736e-17
ENSG00000101198.13,0.392633710450606,2.4507248621184156e-17
ENSG00000102978.11,0.39255638144361055,2.489227476998597e-17
ENSG00000106336.11,0.3925075197715436,2.5138619714019272e-17
ENSG00000105327.14,0.39248802218402895,2.5237587952539396e-17
ENSG00000049239.11,0.3924248445106297,2.5560911695665824e-17
ENSG00000108523.14,0.3924225213260533,2.5572878335752543e-17
ENSG00000100439.9,0.39224113526669246,2.652439268526043e-17
ENSG00000074964.15,0.3921470086833299,2.7031792181869295e-17
ENSG00000107175.9,0.3920803768602301,2.739673432888437e-17
ENSG00000112679.13,0.39205669961974715,2.7527577294332184e-17
ENSG00000086589.10,0.39179626201701867,2.9007950782516425e-17
ENSG00000100426.6,0.39175442690699175,2.925293457732388e-17
ENSG00000101350.7,0.39117363857379445,3.287161945991406e-17
ENSG00000116017.9,0.39107448437756887,3.353192737848308e-17
ENSG00000108821.12,0.3910181238271671,0
ENSG00000119771.13,0.39098677920389097,3.412684705585676e-17
ENSG00000100211.9,0.3909860089286967,3.413211765913039e-17
ENSG00000099795.5,0.3906927979967272,3.6197648109530974e-17
ENSG00000064995.15,0.3906870351663531,3.623945161932423e-17
ENSG00000119401.10,0.39061332257542686,3.677836593504782e-17
ENSG00000106153.12,0.39059719088110884,3.6897351577752036e-17
ENSG00000115687.12,0.39050601151454706,3.757702855551178e-17
ENSG00000119673.13,0.39045286541819446,3.797885626754384e-17
ENSG00000106344.7,0.3904480959923784,3.8015122854762246e-17
ENSG00000103266.9,0.39019041248700775,4.0025979091422467e-17
ENSG00000115970.17,0.39014327428367845,4.040497496155029e-17
ENSG00000081791.7,0.39013355020418294,4.0483595291896734e-17
ENSG00000108813.10,0.39010010440037707,4.07551583226965e-17
ENSG00000025423.10,0.38995557410985704,4.1949404172752795e-17
ENSG00000108651.8,0.3899248400853727,4.220775802227154e-17
ENSG00000105711.9,0.38984991333283914,4.284417318236293e-17
ENSG00000109103.10,0.3897755490342344,4.348513435701863e-17
ENSG00000021300.12,0.38976911364736816,4.354104334376926e-17
ENSG00000100380.11,0.3897437415480399,4.376215885034599e-17
ENSG00000115839.16,0.38973931615936,4.3800838585620124e-17
ENSG00000114737.14,0.3896561487219298,4.453403807305383e-17
ENSG00000096433.9,0.3896065860906694,4.497670210910891e-17
ENSG00000104967.6,0.38941165525718124,4.6760051115873805e-17
ENSG00000110042.6,0.38928898039410015,4.7917799432255247e-17
ENSG00000088899.13,0.3890594848929744,5.0159818475812854e-17
ENSG00000065268.9,0.388983768952039,5.092189107475551e-17
ENSG00000102543.13,0.3889201792398099,5.1570697198516144e-17
ENSG00000090924.13,0.3889201541098641,5.157095519863507e-17
ENSG00000039068.17,0.3887830716379791,0
ENSG00000112562.17,0.38847878422180154,5.630366871827718e-17
ENSG00000088881.19,0.38846011634423133,5.651298047243632e-17
ENSG00000026297.14,0.3883579516600748,5.767210915211698e-17
ENSG00000103150.5,0.38808971730631386,6.082777737126249e-17
ENSG00000079308.15,0.3880333802679891,6.15118109913991e-17
ENSG00000105514.6,0.387997834490858,6.194728485446173e-17
ENSG00000082068.7,0.38792979084137347,6.278936030590807e-17
ENSG00000119321.7,0.3879252184425063,6.284634775886077e-17
ENSG00000099991.15,0.3878776810163913,6.344184342627264e-17
ENSG00000110442.10,0.387818971355371,6.418495002689963e-17
ENSG00000106852.14,0.3877984016747306,6.444732516198481e-17
ENSG00000102974.13,0.38762359349847525,6.672003969546447e-17
ENSG00000109534.15,0.3875685649385687,6.74516418538192e-17
ENSG00000038532.13,0.3874971381724746,6.841302543567119e-17
ENSG00000114416.16,0.3874088375117345,6.96201560799839e-17
ENSG00000101361.13,0.38718549757710113,7.276757690603542e-17
ENSG00000086289.10,0.38714648457915335,7.333153469099923e-17
ENSG00000102871.14,0.3870063945842823,7.539225313818324e-17
ENSG00000099940.10,0.38695086300142323,7.622477824195011e-17
ENSG00000013583.7,0.38690836869139533,7.68679450973747e-17
ENSG00000100234.11,0.38671908726243925,7.979817180389084e-17
ENSG00000107731.11,0.38664644595453623,8.095162750441219e-17
ENSG00000101811.12,0.3865719490835868,8.215156232379551e-17
ENSG00000107819.12,0.3865211488362446,8.297981669732539e-17
ENSG00000068383.17,0.3864653311965712,8.389933826417146e-17
ENSG00000113845.8,0.3864569913343812,8.403758346541521e-17
ENSG00000113194.11,0.3862574809811165,8.741229959008633e-17
ENSG00000108515.16,0.38625541916493317,8.744786122944306e-17
ENSG00000108509.19,0.38603865601765913,9.126693663856208e-17
ENSG00000025293.14,0.3859201959030239,9.342281635486492e-17
ENSG00000100823.10,0.385917321845245,9.347573888077368e-17
ENSG00000105053.9,0.3858327023575334,9.504718179792954e-17
ENSG00000101132.8,0.3858290735968295,9.511514773871628e-17
ENSG00000084636.16,0.38581631908646447,9.535441622756197e-17
ENSG00000011376.8,0.3856969544273037,9.762250105810812e-17
ENSG00000110851.10,0.3855488556214148,1.0051036472996394e-16
ENSG00000013573.15,0.3855040035820596,1.0140140419767463e-16
ENSG00000112110.8,0.38547955192214967,1.018904300911777e-16
ENSG00000100568.9,0.38547568385420083,1.019680022918508e-16
ENSG00000106384.9,0.38528311721262953,1.0590407050371964e-16
ENSG00000090263.14,0.38527148554740853,1.0614654537480223e-16
ENSG00000103319.10,0.385196192702765,1.0772935428879463e-16
ENSG00000102401.18,0.385177644409586,1.0812282371030821e-16
ENSG00000065883.13,0.38514480562071707,1.0882290682064298e-16
ENSG00000091127.12,0.385089634744936,1.1000912325059713e-16
ENSG00000104142.9,0.38507475024015714,1.1033132183355848e-16
ENSG00000115257.14,0.3850118304086727,1.1170359559702893e-16
ENSG00000035141.6,0.38496567233395385,1.1272094796340661e-16
ENSG00000068697.6,0.384849916683899,1.1531248813578175e-16
ENSG00000101447.12,0.38481249226728714,1.161628028589363e-16
ENSG00000090975.11,0.3848103479929678,1.162117087717474e-16
ENSG00000116030.15,0.3845501192749558,1.2229960497134636e-16
ENSG00000073111.12,0.38451285027054627,1.231967588728896e-16
ENSG00000091640.6,0.3844621176564268,1.244284136658895e-16
ENSG00000049541.9,0.38408256512408945,1.3403481989962307e-16
ENSG00000117984.11,0.3840692404643473,1.3438498139051574e-16
ENSG00000111639.6,0.38402286013629294,1.356108428440367e-16
ENSG00000108387.13,0.38399055968174806,1.3647104745289927e-16
ENSG00000103647.11,0.3839160990378022,1.3847451022861035e-16
ENSG00000116005.10,0.38386792439406014,1.3978607931188002e-16
ENSG00000063177.11,0.3836912821941714,1.4470047139481248e-16
ENSG00000008130.14,0.38366998353892734,1.453043730597698e-16
ENSG00000025770.17,0.38354999607905466,1.4875304836106292e-16
ENSG00000114631.10,0.3835080268279057,1.4997820907009826e-16
ENSG00000109911.16,0.38340258067838656,1.5310029116298288e-16
ENSG00000068724.14,0.3833897168008755,1.5348551168702132e-16
ENSG00000108557.16,0.3833087081940955,1.55933361096115e-16
ENSG00000110811.18,0.38330480868589684,1.560521557238642e-16
ENSG00000093217.8,0.3832527435787658,1.5764681160881857e-16
ENSG00000107338.9,0.38319610834301765,1.5939962247481614e-16
ENSG00000072864.11,0.38316618074010916,1.6033357293203262e-16
ENSG00000070785.15,0.38316466157395296,1.6038112464035863e-16
ENSG00000111328.5,0.38309509948932796,1.6257340622122684e-16
ENSG00000089234.14,0.383037668922851,1.6440552129245488e-16
ENSG00000113389.14,0.38298326138398403,1.6615990074117563e-16
ENSG00000103710.9,0.3827937975167496,1.7241392821783932e-16
ENSG00000110801.12,0.3827360370445313,1.7436613330752096e-16
ENSG00000089486.15,0.3826228205346615,1.7825586192147423e-16
ENSG00000112685.12,0.3825313625472307,1.8146017664676263e-16
ENSG00000110060.7,0.38241970104952033,1.8544912924685575e-16
ENSG00000116350.14,0.38241527702144235,1.856089330078503e-16
ENSG00000111266.7,0.3823057269685424,1.8960950993003928e-16
ENSG00000012232.7,0.3822878346589733,1.902709038075325e-16
ENSG00000119392.13,0.38223878328652955,1.920957457993159e-16
ENSG00000105193.7,0.3822231051984688,1.9268263018369317e-16
ENSG00000103852.11,0.3821980796745635,1.9362307263755125e-16
ENSG00000100241.19,0.38215072278002005,1.954150690853781e-16
ENSG00000115902.9,0.382086752335781,1.978616172821127e-16
ENSG00000090554.11,0.38205461081608355,1.9910220094889975e-16
ENSG00000066135.11,0.3820456987187153,1.9944753696155943e-16
ENSG00000088205.11,0.3819584121685662,2.0286106931102154e-16
ENSG00000016864.15,0.3818393493882317,2.0760996979639193e-16
ENSG00000002330.12,0.3817971075798672,2.093209214479213e-16
ENSG00000119616.10,0.38150629503065026,2.2148169686846122e-16
ENSG00000108175.15,0.3814263641356361,2.2494398915676965e-16
ENSG00000044115.19,0.3813927081111676,2.2641769156603095e-16
ENSG00000095397.12,0.38120652649369474,2.3474302667977304e-16
ENSG00000100350.13,0.3811224661289001,2.385997236912181e-16
ENSG00000111845.4,0.3811135230627963,2.3901367718896855e-16
ENSG00000001167.13,0.38110906221093205,2.392204231487633e-16
ENSG00000117262.17,0.38108607216510415,2.402887256503345e-16
ENSG00000005238.18,0.38096183071937273,2.461435824470337e-16
ENSG00000067606.14,0.38093510157909105,2.4742138572894606e-16
ENSG00000007944.13,0.38088160402241816,2.499984719377692e-16
ENSG00000106028.9,0.3807441971519193,2.567390816032559e-16
ENSG00000088833.16,0.3807293659640693,2.5747722558044864e-16
ENSG00000084463.6,0.38068224206934004,2.5983642933533154e-16
ENSG00000055070.15,0.38068155333203185,2.5987106713002096e-16
ENSG00000101187.14,0.3806432439985636,2.618048688283047e-16
ENSG00000100106.18,0.3806305926542743,2.624465903167752e-16
ENSG00000089327.13,0.3804500307447459,2.7177548146411955e-16
ENSG00000074054.16,0.3803562252258885,2.7674980989320667e-16
ENSG00000115226.8,0.38033437306188767,2.7792136936981214e-16
ENSG00000110721.10,0.380229741428606,2.835988290097767e-16
ENSG00000100296.12,0.380170544454675,2.868612358293402e-16
ENSG00000078369.16,0.3800523525642223,2.9348556649314953e-16
ENSG00000100711.12,0.37995588717559037,2.990033469605376e-16
ENSG00000110713.14,0.37976434896726224,3.102629525190137e-16
ENSG00000101856.9,0.3797144379845491,3.1326472744470566e-16
ENSG00000092201.8,0.3796789906950246,3.154139227654754e-16
ENSG00000099910.15,0.3796682357525776,3.1606886161965394e-16
ENSG00000100601.8,0.3795898351824099,3.2088371117032206e-16
ENSG00000109445.9,0.37954118160048206,3.239078428105626e-16
ENSG00000109854.12,0.37952556372457386,3.248845155030774e-16
ENSG00000099341.10,0.37948706188682074,3.273046207595425e-16
ENSG00000012822.14,0.37947198059443177,3.282574020443709e-16
ENSG00000007202.13,0.37933862099998134,3.3680198792978203e-16
ENSG00000004139.12,0.3793162523285975,3.382564241299797e-16
ENSG00000106144.18,0.3792219436358078,3.444566078216393e-16
ENSG00000067177.13,0.3791246344360847,3.50971038468783e-16
ENSG00000100888.11,0.3790532827649157,3.558244632761604e-16
ENSG00000100417.10,0.3790266471187472,3.576530962144617e-16
ENSG00000064961.17,0.3789527074081813,3.627778321832667e-16
ENSG00000108219.13,0.3788301576719003,3.714309704199325e-16
ENSG00000110057.6,0.3786268659670015,3.862343151994179e-16
ENSG00000104904.11,0.37854462069289035,3.9238654325764754e-16
ENSG00000010292.11,0.3785278014280482,3.936564835900234e-16
ENSG00000067601.7,0.37850802471668904,3.9515489028078077e-16
ENSG00000100714.14,0.3783694927563898,4.058091164481873e-16
ENSG00000100416.11,0.37834389109677874,4.078087455764267e-16
ENSG00000072501.16,0.3783070057866286,4.1070671293315245e-16
ENSG00000110717.9,0.3781922156960323,4.1985543529850557e-16
ENSG00000052841.13,0.37818792986195987,4.202008621450246e-16
ENSG00000108823.14,0.37796910527739835,4.3821339038413454e-16
ENSG00000049323.14,0.37786713381190246,4.468640932082732e-16
ENSG00000087008.14,0.37772217270955943,4.594511225271556e-16
ENSG00000076351.11,0.3776999228747282,4.614136566599529e-16
ENSG00000074855.9,0.3776744206989703,4.636731878732202e-16
ENSG00000100226.14,0.3775519583237175,4.746758010836558e-16
ENSG00000115816.12,0.3773927077084012,4.893678346012098e-16
ENSG00000077238.12,0.3772293254434932,5.049049794367703e-16
ENSG00000022567.8,0.37712936038888323,5.14649132393072e-16
ENSG00000102078.14,0.3771280451817727,5.147785558354123e-16
ENSG00000007314.10,0.37711697073009176,5.158696096679934e-16
ENSG00000119632.3,0.3770824875876883,5.192814487412752e-16
ENSG00000101190.11,0.376970327025522,5.305328265000832e-16
ENSG00000073792.14,0.37696130657117083,5.314480430999505e-16
ENSG00000047230.13,0.3769384223448968,5.337768411535983e-16
ENSG00000070423.16,0.3768646277745264,5.413549610237235e-16
ENSG00000087903.11,0.3766952951354077,5.591456801775497e-16
ENSG00000119139.15,0.376693952463404,5.592890154297337e-16
ENSG00000003147.16,0.37668606076365957,5.6013221337924335e-16
ENSG00000115350.10,0.37658925243223146,5.70577941935565e-16
ENSG00000116863.10,0.37638284933032723,5.934918376096052e-16
ENSG00000005100.11,0.3763798464160303,5.938317874556021e-16
ENSG00000085978.20,0.37618690915457703,6.160790429780817e-16
ENSG00000079150.16,0.376111885980696,6.249490641476101e-16
ENSG00000108309.11,0.3760268850538518,6.351503279580212e-16
ENSG00000117640.16,0.37600006205228087,6.384032585518998e-16
ENSG00000114770.15,0.37592475482648025,6.476237452495669e-16
ENSG00000006744.17,0.37579623419214303,6.636624902167651e-16
ENSG00000110047.16,0.37574655255339845,6.699664830160874e-16
ENSG00000108785.7,0.3756478240513351,6.826689247880745e-16
ENSG00000104872.9,0.3756475412264823,6.827056506318524e-16
ENSG00000099812.7,0.37562980292470755,6.850129144246626e-16
ENSG00000090020.9,0.37551644471331386,6.99939537339615e-16
ENSG00000072134.14,0.3754539865957903,7.082997797045447e-16
ENSG00000042445.12,0.3754520513698319,7.0856037643357e-16
ENSG00000110455.12,0.3752976597602687,7.296568578809774e-16
ENSG00000077782.18,0.3752790776292014,7.32237181328091e-16
ENSG00000006118.13,0.37525171902632565,7.360525226774627e-16
ENSG00000100938.16,0.37525067463310885,7.361985564531068e-16
ENSG00000107833.9,0.37523800009835157,7.379730603505108e-16
ENSG00000113013.11,0.3752348195137528,7.384190182290259e-16
ENSG00000100650.14,0.37522916150666374,7.392129959199933e-16
ENSG00000099942.11,0.37512476810315776,7.540136370397376e-16
ENSG00000073067.12,0.37511400060913375,7.555566776753586e-16
ENSG00000112877.7,0.37508141952820057,7.602446320105528e-16
ENSG00000104901.5,0.3749413819531166,7.80721308827039e-16
ENSG00000106100.9,0.37493589200953864,7.815349975469187e-16
ENSG00000116251.8,0.3748864918798379,7.888943613960082e-16
ENSG00000114784.3,0.37483537693237823,7.965808051932821e-16
ENSG00000104299.13,0.37483514258027495,7.966162148146986e-16
ENSG00000111906.16,0.37475909593771495,8.081885335714769e-16
ENSG00000113645.12,0.3747374003014676,8.115201959152076e-16
ENSG00000104228.11,0.3746637464439051,8.229316570534918e-16
ENSG00000075399.11,0.37465779736741917,8.23860215250401e-16
ENSG00000106992.16,0.374624007934549,8.291537651349677e-16
ENSG00000117713.16,0.37460497438692114,8.321503031952527e-16
ENSG00000113460.11,0.3745573582476244,8.396933750603822e-16
ENSG00000115446.10,0.3745544164616236,8.401615910369623e-16
ENSG00000115486.10,0.3744322477547417,8.598340117378062e-16
ENSG00000114841.16,0.3743233048163046,8.77757694218922e-16
ENSG00000005243.8,0.3743143617815367,8.792452202332543e-16
ENSG00000074047.19,0.374312282548875,8.795914206449212e-16
ENSG00000099308.9,0.3742850950551911,8.841305792099093e-16
ENSG00000065978.16,0.37426407067125494,8.87656520126488e-16
ENSG00000099968.16,0.37409997162736364,9.156556006144144e-16
ENSG00000108384.13,0.37408505553411286,9.182432020585711e-16
ENSG00000004534.13,0.373980037241591,9.36665778967833e-16
ENSG00000072071.15,0.37393205580615885,9.452031026890914e-16
ENSG00000116688.15,0.3738448386239769,9.609176966775445e-16
ENSG00000033327.11,0.3736506645494721,9.968304244781717e-16
ENSG00000108100.16,0.3736226043187657,1.0021279856937098e-15
ENSG00000064607.15,0.3735485432168796,1.016243261841776e-15
ENSG00000119688.19,0.37344591446842024,1.0361263311799066e-15
ENSG00000107371.11,0.37340816101295354,1.0435362699051841e-15
ENSG00000101084.15,0.3734053251088478,1.0440949737579183e-15
ENSG00000117868.14,0.37328009894070086,1.0690608298725364e-15
ENSG00000065548.16,0.37324849661846454,1.0754533006944504e-15
ENSG00000075702.15,0.37311443470197114,1.1029909132617685e-15
ENSG00000108424.8,0.37296479747309985,1.1345456963398527e-15
ENSG00000054965.9,0.3729066785296077,1.1470390168007973e-15
ENSG00000061656.8,0.37279238559436045,1.172002742051285e-15
ENSG00000016391.9,0.37279141476825384,1.1722170564120443e-15
ENSG00000002726.18,0.37278851621689,1.17285715396634e-15
ENSG00000106948.15,0.3727185372742163,1.18841541205633e-15
ENSG00000108587.13,0.37271835060430086,1.1884571836650838e-15
ENSG00000078808.15,0.37269464255004303,1.1937741279431981e-15
ENSG00000117395.9,0.37263845928193495,1.2064676110941855e-15
ENSG00000008083.12,0.3725609301654807,1.2242015515483781e-15
ENSG00000100941.7,0.3725093124087147,1.2361501782300057e-15
ENSG00000116213.14,0.37247581056600065,1.2439664632857721e-15
ENSG00000106077.17,0.3723566096917331,1.2721724940279311e-15
ENSG00000107185.9,0.37227903848749777,1.290864057775045e-15
ENSG00000103021.8,0.37225070946917826,1.2977572009811068e-15
ENSG00000112576.11,0.3722181266722625,1.3057300749912454e-15
ENSG00000101057.14,0.37206966419090237,1.3426710594107483e-15
ENSG00000075975.14,0.37206332900059275,1.3442700185496471e-15
ENSG00000119318.11,0.37205845609610544,1.3455011782101001e-15
ENSG00000116580.17,0.3719960349948501,1.3613703624236663e-15
ENSG00000009950.14,0.37198349369322675,1.3645808023376882e-15
ENSG00000118518.14,0.3719620636568465,1.3700838704296532e-15
ENSG00000111087.8,0.3719567475371916,1.3714523775111651e-15
ENSG00000069849.9,0.3718085961632227,1.4101347534550386e-15
ENSG00000101843.17,0.3717179674591595,1.4343237510483748e-15
ENSG00000118263.13,0.37162618065478886,1.4592368459063142e-15
ENSG00000104870.11,0.37155597396176215,1.478578799900808e-15
ENSG00000109016.16,0.37139712809031095,1.5232743516712912e-15
ENSG00000034533.10,0.3712562576953667,1.56401967109534e-15
ENSG00000114388.11,0.3711639431602245,1.5912988939181528e-15
ENSG00000119866.19,0.3709475312894821,1.65709299561863e-15
ENSG00000104221.11,0.3708947497672426,1.6735404687358747e-15
ENSG00000104679.9,0.3707718653674301,1.7124562460883457e-15
ENSG00000038382.16,0.3707717677091984,1.7124875235238375e-15
ENSG00000085998.12,0.3707472677275477,1.7203519813984195e-15
ENSG00000025434.17,0.37066598979536874,1.7466967738849812e-15
ENSG00000101230.5,0.3705652340246765,1.779905087694488e-15
ENSG00000106346.10,0.3705565418497276,1.7827988234187038e-15
ENSG00000115598.8,0.3705343653967415,1.7902025802254207e-15
ENSG00000114315.3,0.37051698077053946,1.7960276456268716e-15
ENSG00000108439.8,0.37031144970703145,1.8663208540386363e-15
ENSG00000100228.11,0.37029447938770843,1.8722440530728624e-15
ENSG00000100258.16,0.37029414935404653,1.8723594283549868e-15
ENSG00000116906.10,0.37026680959517505,1.8819413061326013e-15
ENSG00000110799.12,0.3700705213840497,1.952162576243163e-15
ENSG00000111725.9,0.36992416077218593,2.0061897621167256e-15
ENSG00000114021.10,0.3697561112333995,2.07003422924341e-15
ENSG00000105948.12,0.36923616273711546,2.2804626306977103e-15
ENSG00000065457.9,0.3689081237346095,2.423877271700724e-15
ENSG00000054793.12,0.36886857510455867,2.4417542853294827e-15
ENSG00000111206.11,0.3686852252735257,2.5263378687171204e-15
ENSG00000001617.10,0.3686731793797357,2.531994481847429e-15
ENSG00000107331.15,0.36839722322474283,2.6650378646839547e-15
ENSG00000070669.15,0.3683944365873169,2.6664157342549655e-15
ENSG00000105672.13,0.3683399810779266,2.693482316597973e-15
ENSG00000090316.14,0.3682653874263313,2.730996386034915e-15
ENSG00000099326.7,0.36809046351341584,2.820990099320118e-15
ENSG00000100036.12,0.3680822181038255,2.8253032014314593e-15
ENSG00000108352.10,0.3679635173008546,2.888116334992921e-15
ENSG00000076382.15,0.3677850265722496,2.985156107231877e-15
ENSG00000118898.14,0.3676997603374699,3.032634848315073e-15
ENSG00000090857.12,0.36767658191299546,3.0456688462915545e-15
ENSG00000076108.10,0.36761439704030635,3.080909617638388e-15
ENSG00000102032.11,0.36751020693438147,3.140853953165294e-15
ENSG00000046651.13,0.3674716230361923,3.1633417834438937e-15
ENSG00000070061.13,0.3674630659389782,3.1683504730366118e-15
ENSG00000064309.13,0.3672254159033566,3.31060455438468e-15
ENSG00000004399.11,0.3672138518836426,3.3176842273613557e-15
ENSG00000119431.8,0.3671482903982296,3.3581037116347604e-15
ENSG00000116962.13,0.3671134838911134,3.379758296674568e-15
ENSG00000050393.10,0.3671105014207381,3.381620176225804e-15
ENSG00000102738.7,0.3671009331136011,3.3876002199418235e-15
ENSG00000006831.9,0.36683102820993957,3.560627356436352e-15
ENSG00000118689.13,0.3666891028825271,3.6550595871535105e-15
ENSG00000101955.13,0.36668281450246565,3.659300020939092e-15
ENSG00000108947.4,0.3665980284554206,3.7169470982786435e-15
ENSG00000107581.11,0.3665805802136878,3.728920442870232e-15
ENSG00000119986.6,0.3665733232125629,3.733911481831873e-15
ENSG00000090487.9,0.3665290142489508,3.764527674218636e-15
ENSG00000100266.16,0.3664892615477372,3.7922051348864334e-15
ENSG00000069248.11,0.36637477218746106,3.873037560065411e-15
ENSG00000101255.9,0.3661894820745462,4.007452321749877e-15
ENSG00000109519.11,0.36608953128215665,4.08184883016159e-15
ENSG00000108826.14,0.3660818608271581,4.08761384683656e-15
ENSG00000119703.13,0.366047054833536,4.113874108174843e-15
ENSG00000068971.12,0.36603116417717246,4.125918176806542e-15
ENSG00000106443.13,0.36596513580368895,4.176334897458434e-15
ENSG00000011021.20,0.3659409692149275,4.194938248224195e-15
ENSG00000110321.14,0.36589920554248623,4.227279593813871e-15
ENSG00000112715.19,0.36583591478428074,4.276758037939109e-15
ENSG00000065183.14,0.36582750213822784,4.283377371885295e-15
ENSG00000088832.13,0.36582583151058007,4.284693069764714e-15
ENSG00000103472.8,0.36572455294334105,4.365199616167551e-15
ENSG00000108578.13,0.3657049874019177,4.3809224498053404e-15
ENSG00000089057.13,0.36565885811057075,4.418212093430265e-15
ENSG00000104412.6,0.36555054667423587,4.506996231822778e-15
ENSG00000105136.18,0.3654035967795065,4.630256211747183e-15
ENSG00000100321.13,0.3653867331837785,4.644611002836212e-15
ENSG00000114126.16,0.36511824244902463,4.8791266993557695e-15
ENSG00000111653.18,0.36511598418510155,4.881147643799799e-15
ENSG00000108479.10,0.365078941006183,4.91441542513104e-15
ENSG00000106367.12,0.36503433479326775,4.9547706898294874e-15
ENSG00000115255.9,0.3647474608122342,5.222184321592404e-15
ENSG00000109083.12,0.3647317791080133,5.237203431298514e-15
ENSG00000102904.13,0.36470742968551695,5.260608035925621e-15
ENSG00000112079.8,0.3646824508086041,5.284724275432731e-15
ENSG00000104131.11,0.3646589394806025,5.307522706654918e-15
ENSG00000117450.12,0.3646321237003825,5.3336431754647076e-15
ENSG00000112977.14,0.36460015807398233,5.364944738594921e-15
ENSG00000101213.6,0.3645379363863927,5.4263914193855475e-15
ENSG00000115875.17,0.3644713610754708,5.492902000614909e-15
ENSG00000105968.17,0.3644156729244352,5.549149653171729e-15
ENSG00000109084.12,0.36439136458777666,5.5738789890498675e-15
ENSG00000118160.12,0.364230434689996,5.740344560375409e-15
ENSG00000117480.14,0.36419980755795095,5.772573012871771e-15
ENSG00000062485.17,0.364098295708571,5.8806664939332155e-15
ENSG00000114686.7,0.3640576980104974,5.924449980990306e-15
ENSG00000004866.17,0.36403541361683006,5.9486188381832685e-15
ENSG00000117614.8,0.36392417976484226,6.0707127146430995e-15
ENSG00000031698.11,0.3637977806324753,6.212437450331843e-15
ENSG00000115484.13,0.36374326417116776,6.2745609342536545e-15
ENSG00000100225.16,0.36373068764120414,6.288978613664293e-15
