gene,rho,pval
ENSG00000100056.10,0.48602373025690426,6.2002868497284554e-27
ENSG00000105656.11,0.48597474927731493,6.284363940562191e-27
ENSG00000007541.13,0.4855781127730973,7.00801239957519e-27
ENSG00000100429.16,0.48554215080447993,7.077557590202753e-27
ENSG00000099864.16,0.4854590151648662,7.240950723671447e-27
ENSG00000101152.9,0.4851698972729564,7.838730339928693e-27
ENSG00000105323.15,0.48507954056121766,8.035363870502976e-27
ENSG00000119574.11,0.4849752520273627,8.268379820374123e-27
ENSG00000100325.13,0.48489693110922666,8.447753095989871e-27
ENSG00000112511.16,0.48479078213100973,8.697009130746787e-27
ENSG00000058453.15,0.4847546603064844,8.783475441784607e-27
ENSG00000033100.13,0.48450529157901556,9.404015017444342e-27
ENSG00000100324.12,0.4840306137694656,1.0707290109064653e-26
ENSG00000105202.6,0.48398012958346637,1.0855984235608509e-26
ENSG00000044446.10,0.4839080371912073,1.107186526875155e-26
ENSG00000005882.10,0.48372129134718767,1.1650997881925784e-26
ENSG00000007384.14,0.4836506929915746,1.187764606310989e-26
ENSG00000011143.15,0.4835659260890004,1.2155541556546579e-26
ENSG00000086232.11,0.483394780300261,1.2736339965400884e-26
ENSG00000075624.12,0.4833936792700741,1.2740163775099462e-26
ENSG00000111077.16,0.483363530386601,1.2845310840472353e-26
ENSG00000103343.11,0.4833318076530222,1.295687251744885e-26
ENSG00000084693.14,0.48323737014031937,1.329468537855056e-26
ENSG00000102312.19,0.483116612751159,1.3739349593067596e-26
ENSG00000100034.12,0.4830583921052476,1.3958953445333745e-26
ENSG00000105223.17,0.48300416752960246,1.4166601514089277e-26
ENSG00000076984.16,0.48287134041158436,1.468823189128545e-26
ENSG00000100271.15,0.48242053186901607,1.6604141247960804e-26
ENSG00000109111.13,0.4822104603318763,1.7579312572727898e-26
ENSG00000104957.12,0.4821897183898899,1.767861405431743e-26
ENSG00000100243.19,0.4821598440829216,1.7822611013994086e-26
ENSG00000099804.7,0.4820951977339969,1.8138190822592756e-26
ENSG00000103227.17,0.48178989302704306,1.9704772478125104e-26
ENSG00000070413.17,0.4811780852675078,2.3257276902899932e-26
ENSG00000105379.8,0.4811689424131057,2.3314899364201698e-26
