MSS_High_n,MSS_Low_n,TIDE_High_mean,TIDE_Low_mean,TIDE_p,Exclusion_p,Dysfunction_p,OR,OR_p,High_responders,High_rate,Low_responders,Low_rate
179,141,16.109184405589964,15.339276666844198,0.0024128116339540537,5.277430993164035e-05,0.22638169762650096,0.5354798761609907,0.008451427491889995,94,52.5,95,67.4
